GB	Taxonomy	ant	brn	gang	mandgl	midg	thorax	nasanov	sting	hpg	malptubes
GB43248	Conserved	1.6	5.2	19.04062978	0.012122636	471.9920396	3.222793354	0.040798359	0.52	0.024399311	0.310419494
GB43163	Conserved	60.9	91.1	67.53708462	27.36100839	17.93482351	33.5869417	24.44631535	21.2	6.093888547	36.80710776
GB51214	Conserved	1.6	0	0.078851138	0.099808766	0.021943528	16.30667173	0.520666025	3.35	0	0.157604494
GB54549	Conserved	0.8	0.8	9.027786831	11.94070962	16343.76725	3.618590226	1503.324338	13.51	0.216184114	49.3892553
GB45445	O-TRGs	5.7	4.7	25.11374319	1.575396701	2.90146076	4.777954111	1.391346456	1.73	1.049188945	3.81814537
GB55902	Conserved	61.3	81.5	72.23026103	56.63543273	41.88409432	35.18354126	44.8761557	22.61	9.552235578	87.41065272
GB53375	Conserved	3.8	0.5	4.461246297	1.700632463	1.030295304	0.850674161	2.233380185	0.64	0.827427922	1.813886518
GB46914	Arthropod	169.1	1469.5	1772.74888	8.222741543	7.127200266	18.0683945	21.58824654	42.99	0.782459657	4.060976591
GB45741	Hymenoptera	16.4	34.6	19.93504558	0.818157671	0.505043592	1.167447722	0.901113798	1.14	0.17178886	0.662322824
GB45615	Orphan	0	0	0	0	0.646367419	0	7.116888487	4499.81	0.04235126	11.50567688
GB47635	Conserved	1.8	3.3	1.638904479	0.645895957	0.761751666	0.723846459	0.718080642	0.75	0.233968759	0.617067076
GB52244	O-TRGs	4.5	8.6	7.648715312	0.419831126	6.991446411	2.307847258	1.868751029	2.56	0.208787338	13.59530872
0.0	Conserved	92	264.4	180.158644	47.22342412	49.04872806	35.63892221	32.47584964	44.79	4.781973287	56.80173787
GB18213	O-TRGs	75.7	61.5	62.32610335	58.62299636	37.42541315	67.40712061	47.24009389	32.3	8.098712771	55.54004431
GB55547	Arthropod	258.6	82.3	719.595993	94.78025979	11.42352281	240.306487	27.80441813	176.12	9.514981821	85.58737803
GB45542	Conserved	0.3	115.6	72.07734837	0.029143807	0.018659463	0.086467046	0.014165076	0.62	0.074056847	0.028744413
GB43823	Arthropod	46174.7	93.2	13.63272838	369.9342666	2.995454497	7.733493138	18.46301654	4117.86	541.3798672	6.614451009
GB14021	Conserved	2.3	7.2	3.91957919	0.064417734	0	0.121343045	0.022293417	0.05	0.008971914	0.017982285
GB45548	Conserved	0	56.1	2.153177704	0	0	0.037296503	0	0.02	0.038039611	0
GB53665	Conserved	1.3	27.7	106.189852	0.659310896	1.581819035	1.255301694	0.876942492	1.64	0.307972231	1.94736892
GB50034	Conserved	0.5	4.4	2.09299663	10.07883523	0	0.149394062	0.556610718	1.63	0.087303697	0.328653211
GB53055	Conserved	1.4	158	87.78832775	0.039208266	0	0	0.018945474	0.92	0.058284022	0.013320147
GB47845	Conserved	13.4	85	76.16528123	1.344702539	0.275868901	21.0640931	2.665102335	9.58	1.305781224	21.01259189
GB11364	Conserved	0.1	0.5	0.476762999	0.082253967	0	0.042849717	0.093924853	0.07	0.023925407	0.064210559
GB53114	Orphan	5	0.5	217.9920074	284.2993503	0.239600718	73.96866831	73.83040315	1982.54	2.338781064	1.45267191
GB53115	Orphan	94.4	0.3	564.3903238	1190.775481	0.537565968	207.7750383	1595.696476	4694.94	8.543835909	4.004317309
0.0	Conserved	222.8	252	471.948448	424.8064365	161.9222206	2430.687615	211.8968542	247.62	96.17386258	514.4534693
GB18327	Conserved	0.2	2.7	4.296645935	0.179595773	2.198144183	0.730439347	14.70142957	1.21	0.016784365	0.81073724
GB42850	Conserved	0.8	49.2	21.66215142	0.17713399	0.183072778	0.573115464	1.102151844	0.55	0.144039643	0.084095976
GB48794	O-TRGs	36.9	22.7	26.05931553	2.518953915	0	0.337316837	0.42266604	32.03	0.111993481	5.248402645
GB53427	Conserved	4.2	13.3	28.24677848	1.456638524	1.257532345	0.774302147	187.4612684	5.35	9.797114665	3.943744528
GB53428	Conserved	1.5	22.4	14.61575231	0.590809551	0.141244643	0.215004384	59.48623627	3.06	0.675232745	2.882596526
GB55629	Conserved	0	3.1	2.584286221	0.199347686	145.0836481	0	0.408272767	0.23	0.531471492	654.9143177
GB51696	O-TRGs	0.2	0	1.374549859	5.261098102	8.524730107	0.272621525	46.60521896	0.27	0.449008218	0.205598302
GB46057	Hymenoptera	0.9	8.5	4.87520819	0.277905266	27.45493712	2.035036303	0.530900596	1.07	0.757101191	0.705439104
GB51698	O-TRGs	0.4	1	93.54967629	224.5070648	27.41957927	56.4854578	10662.1063	38.01	1.041095802	9.050886085
GB47018	Arthropod	0.2	1	0.138439063	0.018921227	0.157390937	0	0.032942185	0.02	0.012947022	0.158950577
GB47120	Conserved	19.6	32.8	8.894490769	0.623248113	0.104741189	0.627367308	1.662651654	1.22	0.059903984	0.613805428
GB55452	Hymenoptera	42.9	34.8	176.6963668	117249.6015	2.70291626	66.56226222	14971.27989	3326.36	7.475160077	13.62044253
GB44595	Conserved	15.2	52.7	16.67132389	12.4771605	8.997148069	5.992003669	7.559150362	8.92	3.538412137	12.604184
GB45028	Conserved	10.8	85.1	157.1787447	340.4014333	253.4151451	0.720896173	121.9467394	148.86	19.93347074	63.7395168
GB53756	Conserved	0.3	0.5	1.056178686	0.070333215	0.01638555	1.250547957	1.932858005	1070.85	0.017740243	0.482810003
GB44678	Insect	53.2	66.3	46.84227694	27.67727665	18.21928718	34.17518381	26.05663596	17.93	10.99828911	44.8467511
GB53410	Conserved	128.5	81.5	92.28796811	165.6801332	74.53293069	72.17196225	112.0742883	60.99	31.31641737	150.0044174
GB43305	Conserved	126	108.8	131.401954	97.71876732	54.75586387	138.278947	68.6627924	57.53	20.27338922	72.34881567
GB47020	Arthropod	163.2	160	111.775905	87.37621336	54.33482992	164.6564186	73.44297435	77.31	24.2077067	129.1790825
GB55036	O-TRGs	0.6	2	0.374769281	0.112872135	0	11.44033992	0.203424537	0.23	0.014554242	0.021491442
GB43222	Conserved	2.4	7.1	5.681758878	0.151836531	0	0.390198928	0.410747466	0.56	0.038780129	0.020187497
GB40673	Conserved	232.5	70.5	173.1940448	1919.691463	2845.574628	473.4778169	2273.708784	161.76	221.6491032	1718.193336
GB47650	Conserved	356.8	153.5	361.252955	657.1050224	406.6709295	484.0747911	391.3839977	221.95	173.8513269	346.3067748
0.0	Orphan	802	119.4	828.8766592	1739.419969	2149.446221	1509.260419	1053.338818	645.75	557.4872165	905.9360725
GB53621	Orphan	2.1	2.4	14.66214624	0.258887348	0.631014968	4.013210005	0.311684945	1.08	0.18131169	0.087763709
GB53622	Hymenoptera	0.5	0.8	1.0163698	0.023033009	0.162176108	0.407669823	0.110253845	0.31	0.278554826	0.16639928
GB53623	Orphan	0.4	0.2	0.347941853	0.041256931	0.27358196	0.069376011	0.101722298	0.12	0.115703818	0.042471183
GB53624	Orphan	4.9	0.4	10.51507974	0.061231957	12.60402219	1.268221758	0.180589624	0.69	0.028174975	0.08293836
GB40417	Insect	97.8	42.6	115.418173	101.2114206	48.9863732	10.35609228	83.09477205	42.93	13.65571046	98.64656056
GB54319	Conserved	1.4	0.5	0.422200853	1.888336427	0.268944599	0.161019229	2.185195482	2.06	2.21612699	0.612759672
GB41015	Insect	3.1	4.1	16.21933447	0.736309435	0.401194601	2.455381468	0.87467009	71.8	0.427741626	0.917281941
GB48697	Hymenoptera	0.1	3.6	0.027742965	0.602164337	0	0	0.035214087	0.05	0.272138096	0.017718476
GB43580	Insect	333.1	174.8	920.7087943	934.2457751	6.460443222	100.8096257	1323.003625	1719.79	46.64817977	1581.273179
GB42603	Conserved	4.9	23.2	26.51689092	0.108877664	0.113766756	0.905701101	0.459770481	0.48	0.047978062	1.85662275
GB52279	Conserved	8.2	97	18.54744604	0.090084881	1.318563966	0.025263841	0.826153574	161.35	0.036584145	0.158341645
GB40141	Conserved	221.5	92.3	227.0560747	398.8849739	115.3833199	192.417619	225.2090734	173.15	49.15647277	184.829251
GB48059	Conserved	5.8	22.4	3.99218406	1.932410792	0.416171594	1.575203789	3.876963383	3.42	2.562693887	1.810866811
GB49117	Conserved	679.4	1011.1	610.3066944	1004.702653	960.8192377	197.4938534	1375.735055	466.27	263.7112557	407.8248334
GB40976	Conserved	1187.7	4397.4	4912.234382	4430.929002	1504.585628	2110.527831	2211.481766	1604.82	1101.935957	2068.876236
GB50609	Conserved	325.6	682.4	2600.641326	1447.158516	51.58768511	5203.355565	809.613713	522.33	398.8270949	933.6033135
GB43448	Conserved	152.5	327.8	328.7368748	116.0875845	214.4657786	60.26032121	108.3418389	156.62	14.77848626	111.1847714
GB45433	Conserved	136.4	162.2	100.7177888	165.9456372	79.50402091	128.1264657	98.46085088	52.19	18.31648596	129.1430823
0.0	Orphan	0.3	4.8	0.219808049	0.272256706	0.120032479	5.951919103	0.107955515	0.46	0.078948479	1.152777237
GB45629	Arthropod	477.6	214	483.0629519	815.735816	389.2066031	2714.727183	378.296905	374.48	103.183691	645.6496485
GB41686	O-TRGs	385.6	144.6	389.6739436	605.3997428	396.9361058	576.2785662	355.5732284	173.42	86.69245343	386.6786115
GB51330	O-TRGs	381.7	98.8	406.4210627	268.7264878	201.0631982	2195.286683	201.2891029	206.87	68.532893	380.949508
GB44055	Conserved	1.1	0.3	1.042800726	1.127350938	1.29795889	1.63211769	0.589851002	0.93	0.244853906	0.792919047
GB51741	Conserved	52.7	29.4	59.3958813	102.6508703	4.550103441	12.06172681	1174.029673	16.52	14.91237237	51.43818991
0.0	Arthropod	0.8	0.4	0.510797723	0.363721981	0.026213423	0.047893729	0.520477609	0.33	0.331276183	1.322520784
GB40337	Conserved	2.5	0.4	1.358711467	0.57596103	2.587668436	1.666447766	11.8516382	0.71	0.477994653	0.990675038
0.0	Hymenoptera	4.2	1.7	5.755374605	5.260676838	4.656474923	7.551980595	3.688464442	1.13	0.772315841	7.017400552
GB53406	Conserved	45.1	44.2	33.217136	148.9240328	38.55083508	125.6883638	48.76976786	34.13	23.84444367	50.95369782
GB51897	Conserved	0.1	2.1	0.018715588	0.006047914	0	0	0	0	0	0
GB10293	Conserved	22.7	54.7	44.90050373	17.85615552	10.40172697	15.0834153	13.58323645	10.99	4.980929695	15.69880636
GB47928	Insect	0	107.5	92.116294	0.029263249	6.043748988	0.078108659	0.041592044	4.63	0	19.48536509
GB44988	Hymenoptera	24.8	1519.1	480.9326465	4.966533044	4.533432485	1.677064575	2.123434774	3.8	0.646635694	9.607990437
GB50453	Insect	7.3	3	19.24713561	26.96079877	0.060383743	6.228901652	40.70139177	123.23	0.495384406	1.033529705
GB54653	Conserved	34.8	36.3	32.90204084	34.71927339	29.70870488	23.02981161	21.66213306	18.07	5.177288329	23.25167574
GB42431	Conserved	2.7	0.3	0.196901931	0.049631674	0.121516931	0.102679774	0.456488611	2.49	0	0.018729737
GB41413	Conserved	1025.2	2203.8	2238.077644	245.8231767	1013.081926	374.6545562	2890.477114	616.42	312.3517615	4777.384926
GB45377	Conserved	29.5	445.1	220.8186891	7.93419046	21.76147916	10.55414771	15.1016811	9.27	1.382822395	35.525372
GB47348	Conserved	0.3	0.6	0.452075912	0.118960637	0.027132433	0.106749618	0.091170987	0.23	0.021552397	0.158443581
GB41227	O-TRGs	57	18	174.8103691	34.44479663	0.470622781	7.878184152	88.89796857	120.24	1.679047785	56.28899755
GB41946	Arthropod	87.9	5.8	59.609903	123.365176	5.446840841	102.6254686	196.3019972	145.51	4.458697438	68.61899084
GB41203	O-TRGs	3.2	1.9	9.102785074	7.377723815	0.175249178	12.00226165	22.64677572	23.41	0.492915498	0.520863628
GB18028	Conserved	222.6	83.4	196.1762089	248.1764625	92.24858691	2664.063701	120.1789281	142.33	25.62109128	279.7917836
GB47106	Conserved	277.2	313.2	354.5573135	351.9133705	125.6055224	2747.77764	203.5593231	233.09	28.65618365	272.4246591
GB42662	O-TRGs	91.9	113.2	76.14545853	98.46052111	65.26927029	80.49629748	76.45817072	56.69	25.28720835	90.00119551
GB49960	O-TRGs	98	420.6	439.9475782	8.21920645	5.725225904	13.62575164	13.37071324	25.03	2.051891321	8.556661953
GB42597	Orphan	0.4	0.1	1.541836096	0.115405108	0	0	0.183134352	6.66	0	0.176353449
GB40448	Conserved	1.8	40.2	0.663245081	1.043879883	1.275853297	2.544093001	1.126750607	0.14	0.672552081	1.502674448
GB53113	Orphan	2.1	0	5.593225966	37.19696993	0.051365937	9.236968652	6.153845796	115.65	0.149572126	0.217614309
GB53110	Hymenoptera	1.9	0.5	1.898173254	1.311842751	0.078686049	0.731348444	4.660361748	12.31	0.017452516	0.158312113
GB48784	Conserved	467.2	376.3	710.161854	458.635794	222.0447963	9832.143424	190.6154701	616.58	66.95962482	304.41621
GB43560	Hymenoptera	12.3	10.3	31.47100961	13.52365802	16.72428845	78.03720747	88.03726769	11.95	2.693199331	105.2368887
GB47880	Conserved	2262.1	425.3	1183.19888	15347.96411	2183.324036	1278.270717	4791.782432	1873.1	74.98138518	3210.5881
GB45099	Conserved	237.1	72	277.309944	285.3910037	101.9247148	4107.920071	165.3307216	129.22	12.27257088	167.0368465
GB44464	Conserved	204.2	299	192.2981201	160.5563372	63.52371803	415.4731095	65.22277511	58.15	19.36468146	132.4768064
GB41427	Conserved	886.7	96.1	106.3962723	135.8882497	489.5717259	30.20183814	795.4864822	71.89	41.85840994	3519.454263
GB48259	Conserved	149.4	125.5	191.5911079	174.4046971	84.18521388	358.1105649	104.0079099	69.96	25.06152971	144.8027988
GB50917	Conserved	1925.7	967.6	1602.865705	2125.27539	2426.501155	1417.94746	2000.560021	1533.53	899.1721446	2057.158071
GB44311	Conserved	0.3	1	0.43802466	0.326225011	0.440893022	0.283975513	0.282069889	0.07	0.104188358	0.178215393
GB44311	Conserved	1.5	1	2.024934957	1.408678038	7.406381677	0.755822975	1.108521201	0.6	0.187914418	0.756848485
GB13213	Conserved	139.6	313.5	194.2735097	202.563574	146.4696246	196.1618627	249.5393638	166.85	107.3789657	281.2311625
GB51376	Conserved	1.1	6.9	4.024095242	0.164894011	1.324621069	0.121239144	10.67394841	1.22	0.056191681	0.57530742
GB44114	Conserved	13.3	19	10.68135161	22.34928847	15.54709709	6.95586245	9.573603043	10.71	2.816662305	16.18750885
GB44096	Conserved	20	13.8	16.19030124	40.6608789	9.980613519	26.40382819	13.3820782	12.98	3.491038231	16.23774123
GB44116	Conserved	0	0.2	0.142367775	27.27615276	0	0	1.077347978	0.07	0	1.284060869
GB44176	Conserved	21.9	38.3	19.30371601	18.54205441	12.38286053	27.41381336	12.84619351	12.61	3.373976538	16.5291211
GB44213	Conserved	22.7	19.1	27.12081524	15.64315213	13.36527866	27.27804055	39.55155709	41.59	0.850283839	4.826680382
GB48857	Conserved	63.5	52.8	81.0997423	103.3101368	21.6646587	48.52137988	50.25404059	31.95	6.923250931	79.54249265
GB45714	Conserved	26.4	1.1	5.172141162	3.268393605	0.791052947	21.8212668	23.58963873	28.68	0.155317928	3.658468376
GB48643	Conserved	0.4	0.5	0.551418656	0.36004431	0.319027287	0.089638644	0.457266255	0.29	0.47210125	0.318299332
GB43555	Conserved	9	19.2	12.072312	5.008693846	9.641214505	1.487891702	5.415495224	3.55	1.359574428	7.781510444
GB43633	Conserved	79.1	127.7	128.0867159	81.75975619	66.39086893	36.50388454	68.5341358	43.27	14.56612575	61.3123747
GB41649	Conserved	129.5	260.3	196.7795233	157.4225514	94.45019471	51.28593617	105.564406	68.43	21.56600659	123.1658292
GB51372	Conserved	159.3	58.3	136.5798658	233.5084464	90.33513745	43.36954788	151.2004247	47.44	16.50981908	104.8081664
GB53881	Conserved	118.2	138.7	128.431255	90.27834976	106.95013	120.0710162	86.97703757	60.73	17.98012648	108.4760497
GB49583	Conserved	1620.8	207.3	1086.696182	1811.201187	1838.785816	1013.559332	1654.679708	1124.74	731.0746276	1678.254993
GB45427	Conserved	0.9	9.1	1.709581816	1.20279868	0.485198032	0.583008403	0.629568607	1.21	0.669671083	0.853725526
GB55496	Conserved	199.7	166.4	239.8700646	801.8979067	165.544801	3026.01897	245.6182588	203.31	32.05614415	630.0603158
GB52345	Conserved	94.3	116.5	218.025739	105.1187089	109.3108563	48.51011199	84.74422521	52.69	15.7529174	91.88090399
GB44636	Conserved	0.5	1.7	0.312878191	0.162666819	0.04185377	0.017062232	0.036812515	0.22	0.084805201	0.127371541
GB46202	Conserved	22.5	21.3	27.42595852	15.35302135	9.380148667	52.35050395	13.83257723	10.08	4.353981745	24.5541634
GB54658	Conserved	38.7	46	29.45072117	26.91092158	21.89577379	34.02338673	27.45073323	17.07	11.34666129	32.41245568
GB41231	Conserved	147.5	45.8	174.9598427	170.2381846	153.265307	218.5450412	142.4194189	113.88	35.26418273	143.9697543
GB46247	Conserved	97.6	96.9	83.14460364	178.7724583	156.9580364	119.002443	106.7708636	78.57	35.47755797	124.2821425
GB42648	Conserved	106.9	100.7	84.07793015	133.0018145	236.0512712	12.84253268	148.0122858	115.88	78.47256269	114.4310444
GB55259	Conserved	14.5	32.9	23.93377926	15.7299236	44.25666231	20.67038297	13.90190569	12.29	3.69870575	17.7782481
GB49326	Conserved	78.9	102.1	61.28402794	12.80875803	23.20047996	10.41867344	106.2623062	48.55	11.77610792	123.5447877
GB55397	Conserved	28.8	41.8	40.38738669	34.50500673	29.87781047	39.04171307	20.75779353	20.61	6.855659992	45.3065823
GB46652	Conserved	355.1	102.3	382.1511477	374.6592519	1322.921194	80.26576614	639.0498666	186.54	138.7741916	406.0231362
GB50628	Conserved	128.7	93.8	104.4107732	115.041901	116.2085731	69.65504694	95.82827191	94.22	62.73162143	90.70686285
GB48709	O-TRGs	19.8	3.7	2.413026813	1.69040963	1.742334455	396.3263832	7.802909212	46.48	0.330123	3.662176461
